id,code,area_group,district,level_from,level_to,category,name,name_short,area,url,status,yml,json
333,948,Oahu,Private,0,0,,Ka Papa Loi o Kanewai,Ka Papa Loi,Aiea,,,,
334,949,Oahu,Private,0,0,,St. Louis School,St. Louis School,Aiea,,,"---
:site_contact: !map:HashWithIndifferentAccess
  principal_last_name: """"
  phone: ""8087397777""
  fax: """"
  email: """"
  principal_first_name: """"
  street: 3142 Wai'alae Avenue
  city: Honolulu
  state: HI
  postal_code: ""96816""
",
335,950,Oahu,Private,0,0,,Seagull Schools,Seagull Schools,Aiea,,,"---
:site_contact: !map:HashWithIndifferentAccess
  principal_last_name: """"
  phone: ""8086741444""
  fax: """"
  email: """"
  principal_first_name: """"
  street: 531 Farrington Highway
  city: Kapolei
  state: HI
  postal_code: ""96707""
",
336,951,Oahu,Private,0,6,,Maryknoll Grade School,Maryknoll El,Special School,,,,
337,999,Oahu,Private,0,6,,Ka Waihona O Ka Na&#x27;auao Public Charter School,Ka Waihona PCS,Waianae,,,"---
:site_contact: !map:HashWithIndifferentAccess
  phone: ""8086209030""
  postal_code: ""96792""
  fax: """"
  state: HI
  principal_first_name: Alvin
  street: 89-195 Farrington Highway
  city: Waianae
  principal_last_name: Parker
  email: """"
",
338,952,Maui,Private,0,12,,Maui Preparatory Academy,Maui Prep Acad,Maui,,,"---
:site_contact: !map:HashWithIndifferentAccess
  phone: ""8086659966""
  postal_code: ""96761""
  fax: ""8086655107""
  state: HI
  principal_first_name: Jonathan
  street: ""PMB #186, 5095 Napilihau St., #109B""
  city: Lahaina
  principal_last_name: Silver
  email: """"
",
339,953,Oahu,Private,99,99,,Bernice Pauahi Bishop Museum,Bishop Museum,Special School,,,"---
:site_contact: !map:HashWithIndifferentAccess
  phone: ""8088473511""
  postal_code: ""96817""
  fax: ""8088484147""
  state: HI
  principal_first_name: """"
  street: 1525 Bernice Street
  city: Honolulu
  principal_last_name: """"
  email: """"
",
340,954,Oahu,Private,99,99,,Hawaii Association of Independent Schools,HAIS,Special School,,,"---
:site_contact: !map:HashWithIndifferentAccess
  phone: ""8089731540""
  postal_code: ""96814""
  fax: ""8089731545""
  state: HI
  principal_first_name: """"
  street: Ala Moana Pacific Center, 1585 Kapiolani Blvd. Suite 1212
  city: Honolulu
  principal_last_name: """"
  email: """"
",
341,955,Oahu,Private,6,7,,The School for Examining Essential Questions of Sustainability ,SEEQS,Aiea,,,,
342,956,Oahu,Private,0,8,,Kaimuki Christian School,Kaimuki Christian,Aiea,,,,
343,958,American Samoa,Private,0,0,,Hawaii Nature Center Oahu,Hawaii Nature Center Oahu,Aiea,,,"---
:site_contact: !ruby/hash:ActiveSupport::HashWithIndifferentAccess
  principal_last_name: ''
  phone: '8089550100'
  fax: ''
  email: http://www.hawaiinaturecenter.org/
  principal_first_name: ''
  street: 2131 Makikki Heights Dr
  city: Honolulu
  state: HI
  postal_code: '96822'
",
344,959,Oahu,Private,0,0,,Nā Pua No‘eau Center for Gifted and Talented Native Hawaiian Children,Na Pua Noeau,Aiea,,,"---
:site_contact: !ruby/hash:ActiveSupport::HashWithIndifferentAccess
  principal_last_name: ''
  phone: '8089569410'
  fax: '9569240'
  email: ''
  principal_first_name: ''
  street: ! '2600 Campus Road, SSC #406'
  city: Honolulu
  state: HI
  postal_code: 96822-2205
",
345,960,Oahu,Private,0,0,,Office of Hawaiian Student Services,Office of Hawaiian Student Services,Aiea,,,"---
:site_contact: !ruby/hash:ActiveSupport::HashWithIndifferentAccess
  principal_last_name: ''
  phone: '8085941888'
  fax: '8085941865'
  email: ''
  principal_first_name: ''
  street: 560 N. Nimitz Hwy., Suite 200
  city: Honolulu
  state: HI
  postal_code: '96817'
",
346,961,Oahu,Private,0,12,,Le Jardin Academy,Le Jardin Academy (Middle School),Kailua,,,"---
:site_contact: !ruby/hash:ActiveSupport::HashWithIndifferentAccess
  principal_last_name: Rentoule
  phone: ''
  fax: ''
  email: damian.rentoule@lejardinacademy.org
  principal_first_name: Damian
  street: ''
  city: ''
  state: ''
  postal_code: ''
",
347,962,Oahu,Private,0,0,,Hongwanji Mission School,Hongwanji Mission School,Aiea,,,"--- {}
",
348,963,Oahu,Private,0,0,,Doris Todd Christian School,Doris Todd Christian School,Aiea,,,"--- {}
",
349,964,Maui,Private,0,0,,Puu Kukui Elementary,Puu Kukui El,Aiea,,,"--- {}
",
350,965,Maui,Private,0,0,,ROOTS (Real Ongoing Opportunities to Soar),ROOTS (Real Ongoing Opportunities to Soar),Aiea,,,"--- {}
",
351,966,Oahu,Private,-1,-1,,Navy Hale Keiki School,Navy Hale Keiki School,Aiea,,,,
